date,name,ath_country,value,specialty
2012-02-21,Alexis Pinturault,FR,100,Giant Slalom
2012-02-21,Felix Neureuther,DE,80,Slalom
2012-02-21,Andre Myhrer,SE,60,Slalom
2012-02-21,Romed Baumann,AT,50,Downhill
2012-02-21,Steve Missillier,FR,45,Slalom
2012-02-21,Beat Feuz,CH,45,Downhill
2012-02-21,Marcel Hirscher,AT,45,Giant Slalom
2012-02-21,Mario Matt,AT,45,Slalom
2012-02-21,Adrien Theaux,FR,29,Downhill
2012-02-21,Christof Innerhofer,IT,29,Super G
2012-02-21,Stefano Gross,IT,29,Slalom
2012-02-21,Aksel-Lund Svindal,NO,29,Super G
2012-02-21,Alexandr Horoshilov,RU,29,Parallel
2012-02-21,Ted Ligety,US,29,Giant Slalom
2012-02-21,Cristian Deville,IT,29,Slalom
2012-02-21,Philipp Schoerghofer,AT,29,Giant Slalom
