date,name,ath_country,value,specialty
1997-12-20,Ingeborg H. Marken,NO,40,Downhill
1997-12-20,Karen Putzer,IT,15,Super G
1997-12-20,Catherine Borghi,CH,18,Giant Slalom
1997-12-20,Regina Haeusl,DE,0,Super G
1997-12-20,Michaela Dorfmeister,AT,20,Downhill
1997-12-20,Ingrid Jacquemod,FR,22,Combined
1997-12-20,Stefanie Wolf,DE,0,Slalom
1997-12-20,Spela Bracun,SK,14,Super G
1997-12-20,Brigitte Obermoser,AT,16,Downhill
1997-12-20,Martina Fortkord,SE,13,Giant Slalom
1997-12-20,Petra Bartlova,CZ,12,Combined
1997-12-20,Miriam Vogt,DE,26,Super G
1997-12-20,Stefanie Schuster,AT,29,Giant Slalom
1997-12-20,Pernilla Wiberg,SE,0,Slalom
1997-12-20,Morena Gallizio Tescari,IT,32,Slalom
1997-12-20,Bibiana Perez,IT,24,Downhill
1998-01-31,Petra Bartlova,CZ,12,Combined
1998-01-31,Karen Putzer,IT,15,Super G
1998-01-31,Pernilla Wiberg,SE,50,Slalom
1998-01-31,Spela Bracun,SK,24,Super G
1998-01-31,Michaela Dorfmeister,AT,20,Downhill
1998-01-31,Brigitte Obermoser,AT,16,Downhill
1998-01-31,Catherine Borghi,CH,18,Giant Slalom
1998-01-31,Ingrid Jacquemod,FR,35,Combined
1998-01-31,Stefanie Wolf,DE,24,Slalom
1998-01-31,Bibiana Perez,IT,24,Downhill
1998-01-31,Miriam Vogt,DE,26,Super G
1998-01-31,Stefanie Schuster,AT,29,Giant Slalom
1998-01-31,Morena Gallizio Tescari,IT,77,Slalom
1998-01-31,Ingeborg H. Marken,NO,40,Downhill
1998-01-31,Martina Fortkord,SE,29,Giant Slalom
1998-01-31,Regina Haeusl,DE,9,Super G
